Dataset,ContaminationRate,Repetition,RecordID,OriginalResponse,AddedNoise,ContaminatedResponse
Concrete Strength,0.1,21,666,11.39221195,253.0838411,264.4760531
Concrete Strength,0.1,21,678,7.675936308,-219.3599469,-211.6840106
Concrete Strength,0.1,21,692,6.8085755,-38.12259274,-31.31401724
Concrete Strength,0.1,21,708,43.25082948,246.9500203,290.2008498
Concrete Strength,0.1,21,710,32.10269204,-212.4615713,-180.3588792
Concrete Strength,0.1,21,718,4.827710952,-197.7974455,-192.9697346
Concrete Strength,0.1,21,767,27.923778,-170.6253101,-142.7015321
Concrete Strength,0.1,21,787,31.44700036,-105.9562804,-74.50928007
Concrete Strength,0.1,21,808,37.42475728,248.1057245,285.5304818
Concrete Strength,0.1,21,812,27.923778,-55.88420072,-27.96042272
Concrete Strength,0.1,21,825,21.7529678,-137.9444981,-116.1915303
Concrete Strength,0.1,21,842,30.12320644,-229.4106536,-199.2874472
Concrete Strength,0.1,21,898,40.93419012,-140.2832491,-99.34905894
Concrete Strength,0.1,21,919,10.53519328,335.4273748,345.9625681
Concrete Strength,0.1,21,945,25.5595648,-105.8220921,-80.2625273
Concrete Strength,0.1,21,948,23.8358748,-181.1298403,-157.2939655
Concrete Strength,0.1,21,956,32.24541357,-109.9807624,-77.73534888
Concrete Strength,0.1,21,957,23.52423164,229.8461218,253.3703534
Concrete Strength,0.1,21,958,29.72606826,-65.91914398,-36.19307571
Concrete Strength,0.1,21,962,44.86834018,-59.39986298,-14.5315228
Concrete Strength,0.1,21,967,12.4595208,86.25438385,98.71390465
Concrete Strength,0.1,21,981,26.92265885,-98.36464732,-71.44198847
Concrete Strength,0.1,21,1001,44.6118551,-7.791359071,36.82049603
Concrete Strength,0.1,21,1006,33.39959639,53.3506633,86.75025969
Concrete Strength,0.1,21,1014,40.8686899,524.6663538,565.5350437
Concrete Strength,0.1,21,1015,33.30651713,198.9992046,232.3057217
Concrete Strength,0.1,22,6,47.02984744,-467.0424187,-420.0125713
Concrete Strength,0.1,22,14,42.32693164,-247.5101352,-205.1832036
Concrete Strength,0.1,22,55,14.58931216,-256.1196264,-241.5303142
Concrete Strength,0.1,22,72,28.79941252,437.8425546,466.6419672
Concrete Strength,0.1,22,73,33.39821744,-22.73692609,10.66129135
Concrete Strength,0.1,22,83,41.09966436,482.1538498,523.2535141
Concrete Strength,0.1,22,110,55.89581932,118.1764511,174.0722704
Concrete Strength,0.1,22,147,64.30053176,105.4797951,169.7803268
Concrete Strength,0.1,22,151,66.10006412,39.68287284,105.782937
Concrete Strength,0.1,22,157,72.99482412,255.7346044,328.7294285
Concrete Strength,0.1,22,166,66.69990824,336.7013664,403.4012747
Concrete Strength,0.1,22,168,74.19451236,143.1988559,217.3933683
Concrete Strength,0.1,22,183,79.29663476,138.4652724,217.7619072
Concrete Strength,0.1,22,200,15.04436632,732.7074032,747.7517695
Concrete Strength,0.1,22,202,26.40003604,-101.887434,-75.48739795
Concrete Strength,0.1,22,205,12.47262084,239.1640824,251.6367033
Concrete Strength,0.1,22,214,35.34253976,-177.9907019,-142.6481621
Concrete Strength,0.1,22,219,40.38950408,-104.3925885,-64.00308445
Concrete Strength,0.1,22,251,24.91766264,-385.7788255,-360.8611629
Concrete Strength,0.1,22,270,15.43736764,209.3364039,224.7737715
Concrete Strength,0.1,22,271,26.77235308,371.4650755,398.2374286
Concrete Strength,0.1,22,290,7.31534036,-433.561388,-426.2460476
Concrete Strength,0.1,22,305,23.13881456,599.0605029,622.1993174
Concrete Strength,0.1,22,314,52.04164848,-55.11176087,-3.070112385
Concrete Strength,0.1,22,324,51.0556978,290.0173287,341.0730265
Concrete Strength,0.1,22,332,52.5035974,-306.1840358,-253.6804384
Concrete Strength,0.1,22,341,36.9903874,-101.2331345,-64.24274706
Concrete Strength,0.1,22,349,50.07664188,-237.7163161,-187.6396743
Concrete Strength,0.1,22,359,66.9481196,293.1452644,360.093384
Concrete Strength,0.1,22,360,27.42046052,-89.25582999,-61.83536947
Concrete Strength,0.1,22,369,56.63355864,-70.17801437,-13.54445573
Concrete Strength,0.1,22,376,25.62092816,186.9132288,212.534157
Concrete Strength,0.1,22,401,67.86512268,293.27472,361.1398426
Concrete Strength,0.1,22,412,23.07676172,295.435619,318.5123807
Concrete Strength,0.1,22,415,12.5484632,-237.4224781,-224.8740149
Concrete Strength,0.1,22,426,32.90179472,-76.30713794,-43.40534322
Concrete Strength,0.1,22,438,38.20386516,51.3000754,89.50394056
Concrete Strength,0.1,22,440,37.81086384,-8.625477558,29.18538628
Concrete Strength,0.1,22,451,53.77223324,478.7946677,532.566901
Concrete Strength,0.1,22,455,39.64487,110.8060398,150.4509098
Concrete Strength,0.1,22,460,55.0201848,315.3433769,370.3635617
Concrete Strength,0.1,22,470,44.27814872,46.15046739,90.42861611
Concrete Strength,0.1,22,471,40.14818748,18.24692717,58.39511465
Concrete Strength,0.1,22,482,61.06688932,154.987603,216.0544923
Concrete Strength,0.1,22,488,46.68441996,-163.6966251,-117.0122052
Concrete Strength,0.1,22,497,61.45989064,-49.43008985,12.02980079
Concrete Strength,0.1,22,531,66.78067543,-25.21163722,41.56903821
Concrete Strength,0.1,22,551,27.74244581,270.4784252,298.220871
Concrete Strength,0.1,22,564,21.81984697,-323.5360413,-301.7161943
Concrete Strength,0.1,22,566,14.8437288,8.165763836,23.00949264
Concrete Strength,0.1,22,576,17.57612219,49.31647252,66.89259471
Concrete Strength,0.1,22,609,21.94602108,-170.5276194,-148.5815983
Concrete Strength,0.1,22,612,21.26343984,-367.3469763,-346.0835365
Concrete Strength,0.1,22,625,27.53077668,211.0804389,238.6112156
Concrete Strength,0.1,22,654,25.46096973,-242.4613402,-217.0003705
Concrete Strength,0.1,22,667,12.78840085,-171.2283488,-158.439948
Concrete Strength,0.1,22,685,50.73233356,-292.3670986,-241.634765
Concrete Strength,0.1,22,687,14.14391066,-3.171918607,10.97199206
Concrete Strength,0.1,22,695,32.88455782,11.46927732,44.35383514
Concrete Strength,0.1,22,731,39.38286912,162.2512162,201.6340853
Concrete Strength,0.1,22,733,9.01145132,122.5161601,131.5276115
Concrete Strength,0.1,22,734,33.60506024,32.86107742,66.46613766
Concrete Strength,0.1,22,777,21.16001844,237.073022,258.2330404
Concrete Strength,0.1,22,778,31.84000168,-25.6852188,6.15478288
Concrete Strength,0.1,22,780,25.17966352,418.7835192,443.9631827
Concrete Strength,0.1,22,783,21.6495464,-89.24604518,-67.59649878
Concrete Strength,0.1,22,807,24.00065956,122.4985598,146.4992193
Concrete Strength,0.1,22,843,15.56836808,-80.66240255,-65.09403447
Concrete Strength,0.1,22,853,42.63719584,-39.89765731,2.739538526
Concrete Strength,0.1,22,856,61.23236356,-237.870573,-176.6382095
Concrete Strength,0.1,22,877,33.0603742,-5.055232323,28.00514188
Concrete Strength,0.1,22,893,32.23989776,-167.5537153,-135.3138175
Concrete Strength,0.1,22,902,29.86810032,200.7037396,230.5718399
Concrete Strength,0.1,22,914,35.85964676,215.9327292,251.7923759
Concrete Strength,0.1,22,917,46.24315532,-273.441578,-227.1984226
Concrete Strength,0.1,22,928,33.05347944,-64.59044226,-31.53696282
Concrete Strength,0.1,22,930,21.91154728,-392.7611136,-370.8495664
Concrete Strength,0.1,22,934,23.8903434,-170.7788207,-146.8884773
Concrete Strength,0.1,22,949,26.23318285,-153.0012373,-126.7680544
Concrete Strength,0.1,22,963,13.20208645,81.34467568,94.54676212
Concrete Strength,0.1,22,979,28.99108685,305.9440667,334.9351536
Concrete Strength,0.1,22,980,46.24729218,-503.0916918,-456.8443996
Concrete Strength,0.1,22,988,33.76226077,95.02013513,128.7823959
Concrete Strength,0.1,22,990,19.98790924,-222.968295,-202.9803858
Concrete Strength,0.1,23,6,47.02984744,-134.3169627,-87.28711522
Concrete Strength,0.1,23,8,36.44776979,271.0950388,307.5428086
Concrete Strength,0.1,23,117,61.09446836,455.8852688,516.9797372
Concrete Strength,0.1,23,122,68.29949256,-203.0720541,-134.7725615
Concrete Strength,0.1,23,125,50.69717028,-241.9328818,-191.2357115
Concrete Strength,0.1,23,129,68.4994406,-381.3544523,-312.8550117
Concrete Strength,0.1,23,130,71.29871316,274.5324403,345.8311535
Concrete Strength,0.1,23,136,65.99664272,475.2764273,541.2730701
Concrete Strength,0.1,23,140,63.3973182,-175.5238827,-112.1265645
Concrete Strength,0.1,23,147,64.30053176,437.2765816,501.5771133
Concrete Strength,0.1,23,165,65.19685056,273.6033926,338.8002432
Concrete Strength,0.1,23,176,79.29663476,101.3857695,180.6824043
Concrete Strength,0.1,23,186,24.44881896,134.0864325,158.5352514
Concrete Strength,0.1,23,195,12.45193656,-25.68885863,-13.23692207
Concrete Strength,0.1,23,198,33.96358776,-174.8729143,-140.9093265
Concrete Strength,0.1,23,202,26.40003604,-73.12394932,-46.72391328
Concrete Strength,0.1,23,219,40.38950408,129.4503563,169.8398603
Concrete Strength,0.1,23,247,30.2335226,-62.86839906,-32.63487646
Concrete Strength,0.1,23,272,33.72916592,176.2292825,209.9584484
Concrete Strength,0.1,23,273,42.69924868,127.0093796,169.7086283
Concrete Strength,0.1,23,285,13.62404576,232.0284501,245.6524958
Concrete Strength,0.1,23,305,23.13881456,86.68369122,109.8225058
Concrete Strength,0.1,23,307,48.28400428,40.99536337,89.27936765
Concrete Strength,0.1,23,323,42.03045696,115.2838831,157.3143401
Concrete Strength,0.1,23,339,58.60546,129.9709286,188.5763886
Concrete Strength,0.1,23,343,51.95891136,-156.7943009,-104.8353895
Concrete Strength,0.1,23,346,33.72916592,338.4373743,372.1665403
Concrete Strength,0.1,23,351,33.70158688,-89.15055694,-55.44897006
Concrete Strength,0.1,23,360,27.42046052,160.882668,188.3031285
Concrete Strength,0.1,23,363,61.99078716,364.6346212,426.6254084
Concrete Strength,0.1,23,389,55.55108132,110.2474758,165.7985571
Concrete Strength,0.1,23,434,46.38794528,92.88244728,139.2703926
Concrete Strength,0.1,23,439,41.40992856,-28.51643291,12.89349565
Concrete Strength,0.1,23,444,37.2661778,135.3591783,172.6253561
Concrete Strength,0.1,23,447,53.72396992,-196.4610652,-142.7370953
Concrete Strength,0.1,23,453,48.9872698,51.61405085,100.6013206
Concrete Strength,0.1,23,455,39.64487,267.9662557,307.6111257
Concrete Strength,0.1,23,458,39.2656582,23.07286181,62.33852001
Concrete Strength,0.1,23,472,57.02655996,12.02500367,69.05156363
Concrete Strength,0.1,23,473,44.42293868,-122.0355505,-77.61261181
Concrete Strength,0.1,23,482,61.06688932,197.7738669,258.8407562
Concrete Strength,0.1,23,490,25.510612,410.9288087,436.4394207
Concrete Strength,0.1,23,495,56.33708396,7.011582126,63.34866609
Concrete Strength,0.1,23,516,21.96670536,-169.1474756,-147.1807703
Concrete Strength,0.1,23,530,68.75060685,5.100021639,73.85062849
Concrete Strength,0.1,23,535,19.1991487,-2.918195518,16.28095318
Concrete Strength,0.1,23,536,48.8466167,218.4719259,267.3185426
Concrete Strength,0.1,23,539,34.56963716,-154.1662729,-119.5966357
Concrete Strength,0.1,23,541,24.4046925,-236.8712117,-212.4665192
Concrete Strength,0.1,23,548,23.4049523,-547.961276,-524.5563237
Concrete Strength,0.1,23,551,27.74244581,287.3636424,315.1060882
Concrete Strength,0.1,23,552,8.204074924,-439.2031243,-430.9990494
Concrete Strength,0.1,23,553,9.617500724,-124.1658977,-114.548397
Concrete Strength,0.1,23,595,24.43778734,228.4085977,252.846385
Concrete Strength,0.1,23,597,10.73031499,-56.56401837,-45.83370338
Concrete Strength,0.1,23,607,12.83804312,-501.768191,-488.9301479
Concrete Strength,0.1,23,618,9.307926,67.73503783,77.04296383
Concrete Strength,0.1,23,633,30.57136584,151.1305287,181.7018945
Concrete Strength,0.1,23,654,25.46096973,48.35185535,73.81282507
Concrete Strength,0.1,23,670,16.10960674,-14.71582171,1.393785028
Concrete Strength,0.1,23,675,13.5654403,72.37328354,85.93872384
Concrete Strength,0.1,23,677,15.74832132,66.68789733,82.43621865
Concrete Strength,0.1,23,679,38.80439876,-10.96190727,27.84249148
Concrete Strength,0.1,23,684,36.58842289,191.3898374,227.9782603
Concrete Strength,0.1,23,700,9.561653168,-81.42696509,-71.86531192
Concrete Strength,0.1,23,716,39.6621069,56.23496181,95.89706871
Concrete Strength,0.1,23,720,43.56523054,98.23597767,141.8012082
Concrete Strength,0.1,23,733,9.01145132,38.11078984,47.12224116
Concrete Strength,0.1,23,734,33.60506024,-431.2156731,-397.6106128
Concrete Strength,0.1,23,802,19.69143456,137.372938,157.0643726
Concrete Strength,0.1,23,827,24.39366088,230.4603947,254.8540555
Concrete Strength,0.1,23,862,37.25928304,276.4605124,313.7197955
Concrete Strength,0.1,23,877,33.0603742,-326.428253,-293.3678788
Concrete Strength,0.1,23,881,12.17614616,-212.6053711,-200.4292249
Concrete Strength,0.1,23,907,39.41734292,396.4191665,435.8365094
Concrete Strength,0.1,23,921,29.06830816,54.89988861,83.96819677
Concrete Strength,0.1,23,929,24.5798194,64.65815167,89.23797107
Concrete Strength,0.1,23,948,23.8358748,-199.6602173,-175.8243425
Concrete Strength,0.1,23,951,38.6306508,-249.3649191,-210.7342683
Concrete Strength,0.1,23,974,26.14768782,316.8720729,343.0197607
Concrete Strength,0.1,23,976,43.57833058,-125.8821732,-82.30384258
Concrete Strength,0.1,23,988,33.76226077,-162.3720979,-128.6098372
Concrete Strength,0.1,23,996,27.68108245,66.00212508,93.68320753
Concrete Strength,0.1,23,998,45.30477848,99.68947019,144.9942487
Concrete Strength,0.1,24,47,15.04919265,-174.1522178,-159.1030252
Concrete Strength,0.1,24,58,9.131420144,-235.6993414,-226.5679212
Concrete Strength,0.1,24,68,30.27558064,-34.65694401,-4.381363373
Concrete Strength,0.1,24,69,40.85696881,-117.6501507,-76.79318191
Concrete Strength,0.1,24,71,34.39795764,-263.5073509,-229.1093933
Concrete Strength,0.1,24,118,59.79825348,-107.9778862,-48.17963269
Concrete Strength,0.1,24,124,60.2946762,205.6193416,265.9140178
Concrete Strength,0.1,24,136,65.99664272,90.1132375,156.1098802
Concrete Strength,0.1,24,138,71.29871316,390.8615165,462.1602296
Concrete Strength,0.1,24,150,64.30053176,-425.5209522,-361.2204204
Concrete Strength,0.1,24,156,77.29715436,215.3151179,292.6122722
Concrete Strength,0.1,24,171,57.59882504,440.5751437,498.1739688
Concrete Strength,0.1,24,178,79.29663476,119.9455155,199.2421502
Concrete Strength,0.1,24,218,38.56239268,253.4524355,292.0148282
Concrete Strength,0.1,24,220,10.76272036,199.3460087,210.108729
Concrete Strength,0.1,24,232,45.70536404,-285.5847221,-239.879358
Concrete Strength,0.1,24,236,17.83674412,-137.4423144,-119.6055703
Concrete Strength,0.1,24,238,47.13257936,38.75714936,85.88972872
Concrete Strength,0.1,24,240,13.35515012,502.7061665,516.0613166
Concrete Strength,0.1,24,248,39.58971192,-130.2028552,-90.61314332
Concrete Strength,0.1,24,250,13.81709904,-49.64813448,-35.83103544
Concrete Strength,0.1,24,252,29.21999288,-84.38536701,-55.16537413
Concrete Strength,0.1,24,276,29.93015316,238.1118758,268.0420289
Concrete Strength,0.1,24,283,36.63875464,113.0962698,149.7350244
Concrete Strength,0.1,24,285,13.62404576,34.7761806,48.40022636
Concrete Strength,0.1,24,301,34.67374804,-248.9822076,-214.3084595
Concrete Strength,0.1,24,312,39.94134468,56.67477323,96.61611791
Concrete Strength,0.1,24,322,30.84715624,-259.1518008,-228.3046445
Concrete Strength,0.1,24,337,51.3314882,-123.9408508,-72.60936259
Concrete Strength,0.1,24,338,56.8472962,126.2845706,183.1318668
Concrete Strength,0.1,24,346,33.72916592,-86.65898339,-52.92981747
Concrete Strength,0.1,24,353,51.4349096,-181.9271221,-130.4922125
Concrete Strength,0.1,24,354,59.30183076,150.0723848,209.3742156
Concrete Strength,0.1,24,355,30.44726016,95.94626672,126.3935269
Concrete Strength,0.1,24,364,63.52831864,-268.9040213,-205.3757027
Concrete Strength,0.1,24,369,56.63355864,60.71156089,117.3451195
Concrete Strength,0.1,24,374,46.2293658,204.2897428,250.5191086
Concrete Strength,0.1,24,408,19.41564416,-254.7268789,-235.3112347
Concrete Strength,0.1,24,431,24.28334472,-140.323566,-116.0402212
Concrete Strength,0.1,24,432,20.72564856,187.4793021,208.2049507
Concrete Strength,0.1,24,461,49.99390476,-24.10856237,25.88534239
Concrete Strength,0.1,24,474,51.021224,-423.6103488,-372.5891248
Concrete Strength,0.1,24,480,38.01770664,-259.9295978,-221.9118912
Concrete Strength,0.1,24,494,41.66503468,299.5527289,341.2177636
Concrete Strength,0.1,24,498,44.02993736,-230.9485681,-186.9186307
Concrete Strength,0.1,24,521,13.39553372,-259.2038696,-245.8083359
Concrete Strength,0.1,24,533,32.06821824,-133.4898984,-101.4216802
Concrete Strength,0.1,24,534,11.6549023,191.1933109,202.8482132
Concrete Strength,0.1,24,537,39.60488039,-70.1290526,-30.52417221
Concrete Strength,0.1,24,545,14.5968964,211.3272158,225.9241122
Concrete Strength,0.1,24,556,27.93549909,-224.2658013,-196.3303022
Concrete Strength,0.1,24,562,33.08243743,-278.0728983,-244.9904609
Concrete Strength,0.1,24,564,21.81984697,-23.04317385,-1.223326879
Concrete Strength,0.1,24,607,12.83804312,-194.3042999,-181.4662568
Concrete Strength,0.1,24,676,32.53292506,-417.4571691,-384.924244
Concrete Strength,0.1,24,678,7.675936308,-36.7273694,-29.05143309
Concrete Strength,0.1,24,688,47.78206575,-140.254719,-92.47265323
Concrete Strength,0.1,24,689,2.331807832,-3.221673935,-0.8898661026
Concrete Strength,0.1,24,699,41.68434001,-147.7376108,-106.0532708
Concrete Strength,0.1,24,703,17.16588397,-154.5684515,-137.4025675
Concrete Strength,0.1,24,709,6.280436884,-21.43907447,-15.15863759
Concrete Strength,0.1,24,721,51.86376367,-14.83541813,37.02834554
Concrete Strength,0.1,24,725,35.76312012,85.34669404,121.1098142
Concrete Strength,0.1,24,736,40.85834776,206.7992175,247.6575653
Concrete Strength,0.1,24,739,18.91232668,-13.99941702,4.912909664
Concrete Strength,0.1,24,744,36.93522932,-168.3240292,-131.3887999
Concrete Strength,0.1,24,807,24.00065956,343.887296,367.8879556
Concrete Strength,0.1,24,808,37.42475728,-60.94118234,-23.51642506
Concrete Strength,0.1,24,809,11.46598588,215.2473146,226.7133005
Concrete Strength,0.1,24,825,21.7529678,222.0253963,243.7783641
Concrete Strength,0.1,24,830,37.16965116,283.6813152,320.8509663
Concrete Strength,0.1,24,854,40.0585556,79.10829687,119.1668525
Concrete Strength,0.1,24,858,33.3016908,-58.87588836,-25.57419756
Concrete Strength,0.1,24,859,52.42086028,-77.38619003,-24.96532975
Concrete Strength,0.1,24,860,15.08573488,-171.0484376,-155.9627027
Concrete Strength,0.1,24,869,44.27814872,10.81704177,55.09519049
Concrete Strength,0.1,24,881,12.17614616,-190.4728073,-178.2966611
Concrete Strength,0.1,24,893,32.23989776,289.9303693,322.170267
Concrete Strength,0.1,24,902,29.86810032,-18.34379722,11.5243031
Concrete Strength,0.1,24,919,10.53519328,290.8665333,301.4017266
Concrete Strength,0.1,24,980,46.24729218,196.989376,243.2366682
Concrete Strength,0.1,24,986,33.798803,75.37575865,109.1745616
Concrete Strength,0.1,24,1004,65.90907927,-270.8784666,-204.9693874
Concrete Strength,0.1,24,1018,38.46103971,412.0784586,450.5394983
Concrete Strength,0.1,25,15,47.81378165,-160.0485742,-112.2347926
Concrete Strength,0.1,25,22,28.23748958,227.5238867,255.7613763
Concrete Strength,0.1,25,82,25.2003478,-97.02948826,-71.82914046
Concrete Strength,0.1,25,83,41.09966436,-184.9529882,-143.8533238
Concrete Strength,0.1,25,89,35.3011712,-355.9848127,-320.6836415
Concrete Strength,0.1,25,104,49.20100736,-6.450613093,42.75039427
Concrete Strength,0.1,25,115,22.89749796,-182.8483281,-159.9508302
Concrete Strength,0.1,25,143,64.90037588,81.17880637,146.0791823
Concrete Strength,0.1,25,176,79.29663476,-37.30074396,41.9958908
Concrete Strength,0.1,25,207,24.90387312,181.4199875,206.3238606
Concrete Strength,0.1,25,223,28.62704352,26.58847621,55.21551973
Concrete Strength,0.1,25,238,47.13257936,136.9614245,184.0940039
Concrete Strength,0.1,25,244,40.85834776,-6.645231826,34.21311593
Concrete Strength,0.1,25,246,25.68987576,25.82086796,51.51074372
Concrete Strength,0.1,25,248,39.58971192,-434.6548273,-395.0651154
Concrete Strength,0.1,25,265,19.51906556,-445.9594842,-426.4404186
Concrete Strength,0.1,25,271,26.77235308,472.349467,499.1218201
Concrete Strength,0.1,25,279,43.58177796,-218.3761733,-174.7943953
Concrete Strength,0.1,25,292,31.2677366,0.4984797808,31.76621638
Concrete Strength,0.1,25,309,55.6407132,-59.39834125,-3.75762805
Concrete Strength,0.1,25,335,23.80071152,-216.2312211,-192.4305095
Concrete Strength,0.1,25,341,36.9903874,170.9701172,207.9605046
Concrete Strength,0.1,25,342,47.401475,64.27371528,111.6751903
Concrete Strength,0.1,25,371,26.04840328,516.4941381,542.5425414
Concrete Strength,0.1,25,419,11.98309288,244.2145051,256.1975979
Concrete Strength,0.1,25,427,29.55094136,67.77259163,97.32353299
Concrete Strength,0.1,25,428,19.41564416,397.9665938,417.3822379
Concrete Strength,0.1,25,440,37.81086384,-94.57341344,-56.7625496
Concrete Strength,0.1,25,442,27.22051248,-15.47764303,11.74286945
Concrete Strength,0.1,25,447,53.72396992,-93.20765214,-39.48368222
Concrete Strength,0.1,25,449,51.72448952,352.9067566,404.6312461
Concrete Strength,0.1,25,468,41.1617172,258.4100072,299.5717244
Concrete Strength,0.1,25,490,25.510612,-69.41282674,-43.90221474
Concrete Strength,0.1,25,524,62.93536928,6.44904441,69.38441369
Concrete Strength,0.1,25,547,31.96686526,-23.03115651,8.935708753
Concrete Strength,0.1,25,563,24.0654703,-180.4473216,-156.3818513
Concrete Strength,0.1,25,594,11.48391226,-120.4549697,-108.9710575
Concrete Strength,0.1,25,608,18.41590396,-63.83647472,-45.42057076
Concrete Strength,0.1,25,612,21.26343984,-293.4908641,-272.2274243
Concrete Strength,0.1,25,627,9.99050724,531.002346,540.9928532
Concrete Strength,0.1,25,628,7.83934212,-106.4043921,-98.56504999
Concrete Strength,0.1,25,631,17.3403214,183.6342792,200.9746006
Concrete Strength,0.1,25,638,26.0621928,227.93114,253.9933328
Concrete Strength,0.1,25,645,34.29453624,186.59391,220.8884463
Concrete Strength,0.1,25,649,29.89223198,386.4342662,416.3264982
Concrete Strength,0.1,25,652,4.903553312,57.79472899,62.6982823
Concrete Strength,0.1,25,654,25.46096973,-131.9229158,-106.4619461
Concrete Strength,0.1,25,668,39.32150576,172.0740983,211.395604
Concrete Strength,0.1,25,689,2.331807832,135.2294404,137.5612482
Concrete Strength,0.1,25,697,10.7875415,-361.7715753,-350.9840338
Concrete Strength,0.1,25,709,6.280436884,153.8697641,160.150201
Concrete Strength,0.1,25,711,36.96418731,131.648681,168.6128683
Concrete Strength,0.1,25,738,17.54026944,21.56978434,39.11005378
Concrete Strength,0.1,25,740,25.17966352,-75.94897012,-50.7693066
Concrete Strength,0.1,25,743,54.27555072,20.32616704,74.60171776
Concrete Strength,0.1,25,744,36.93522932,309.3833419,346.3185712
Concrete Strength,0.1,25,760,27.3377234,-0.6989328042,26.6387906
Concrete Strength,0.1,25,775,11.46598588,-117.5921217,-106.1261358
Concrete Strength,0.1,25,777,21.16001844,91.09014599,112.2501644
Concrete Strength,0.1,25,784,29.39236188,18.61718599,48.00954787
Concrete Strength,0.1,25,812,27.923778,-222.6015033,-194.6777253
Concrete Strength,0.1,25,837,33.41890172,400.2884642,433.7073659
Concrete Strength,0.1,25,839,27.67556664,107.333768,135.0093347
Concrete Strength,0.1,25,840,26.8550902,-333.7250808,-306.8699906
Concrete Strength,0.1,25,843,15.56836808,95.15142297,110.719791
Concrete Strength,0.1,25,858,33.3016908,-393.8384848,-360.536794
Concrete Strength,0.1,25,859,52.42086028,948.9391054,1001.359966
Concrete Strength,0.1,25,881,12.17614616,-138.2667421,-126.0905959
Concrete Strength,0.1,25,908,46.2293658,44.84494366,91.07430946
Concrete Strength,0.1,25,929,24.5798194,132.7968947,157.3767141
Concrete Strength,0.1,25,940,32.72046253,-373.6375546,-340.9170921
Concrete Strength,0.1,25,951,38.6306508,101.7896162,140.420267
Concrete Strength,0.1,25,957,23.52423164,-223.0370521,-199.5128205
Concrete Strength,0.1,25,968,23.786922,-372.6952018,-348.9082798
Concrete Strength,0.1,25,969,13.29378676,-322.6166558,-309.322869
Concrete Strength,0.1,25,974,26.14768782,13.10897905,39.25666687
Concrete Strength,0.1,25,978,41.05346947,-136.910442,-95.85697258
Concrete Strength,0.1,25,980,46.24729218,163.1394859,209.386778
Concrete Strength,0.1,25,983,25.10382116,125.067069,150.1708901
Concrete Strength,0.1,25,1001,44.6118551,-190.2993031,-145.687448
Concrete Strength,0.1,25,1011,40.06200298,-167.8412726,-127.7792696
Concrete Strength,0.1,25,1012,43.79827342,73.89872788,117.6970013
Concrete Strength,0.1,25,1014,40.8686899,384.6933379,425.5620278
Concrete Strength,0.1,25,1019,37.26548832,-4.08056377,33.18492455
Concrete Strength,0.1,26,63,9.86640156,-265.6373896,-255.7709881
Concrete Strength,0.1,26,69,40.85696881,446.1883169,487.0452857
Concrete Strength,0.1,26,71,34.39795764,-84.88349138,-50.48553374
Concrete Strength,0.1,26,83,41.09966436,-60.17078601,-19.07112165
Concrete Strength,0.1,26,93,24.0971862,214.6546997,238.7518859
Concrete Strength,0.1,26,105,33.39821744,-34.16953101,-0.771313571
Concrete Strength,0.1,26,139,49.89737812,311.4346682,361.3320463
Concrete Strength,0.1,26,173,65.19685056,113.7305005,178.9273511
Concrete Strength,0.1,26,175,75.497622,11.00108557,86.49870757
Concrete Strength,0.1,26,184,67.79617508,-14.45668888,53.3394862
Concrete Strength,0.1,26,194,34.55653712,-509.4285623,-474.8720252
Concrete Strength,0.1,26,201,21.0634918,-104.559171,-83.49567923
Concrete Strength,0.1,26,205,12.47262084,-211.7671309,-199.29451
Concrete Strength,0.1,26,211,20.08443588,116.3487498,136.4331857
Concrete Strength,0.1,26,214,35.34253976,325.9961137,361.3386535
Concrete Strength,0.1,26,219,40.38950408,62.01848764,102.4079917
Concrete Strength,0.1,26,231,30.38520732,208.9647596,239.3499669
Concrete Strength,0.1,26,234,53.90323368,169.5914451,223.4946788
Concrete Strength,0.1,26,235,13.18278112,166.1152578,179.298039
Concrete Strength,0.1,26,240,13.35515012,186.4541919,199.8093421
Concrete Strength,0.1,26,259,42.919881,-279.4445613,-236.5246803
Concrete Strength,0.1,26,271,26.77235308,536.9171549,563.6895079
Concrete Strength,0.1,26,276,29.93015316,-231.4050146,-201.4748614
Concrete Strength,0.1,26,281,24.42813468,-121.017205,-96.58907036
Concrete Strength,0.1,26,316,33.35684888,-155.533522,-122.1766731
Concrete Strength,0.1,26,322,30.84715624,-393.2520405,-362.4048842
Concrete Strength,0.1,26,332,52.5035974,-190.5950748,-138.0914774
Concrete Strength,0.1,26,341,36.9903874,255.1739345,292.1643219
Concrete Strength,0.1,26,357,63.14221208,-597.1107856,-533.9685735
Concrete Strength,0.1,26,358,66.82401392,-19.81627311,47.00774081
Concrete Strength,0.1,26,365,18.01600788,-431.9005699,-413.884562
Concrete Strength,0.1,26,370,15.340841,253.3776755,268.7185165
Concrete Strength,0.1,26,377,31.97100212,-216.8744605,-184.9034584
Concrete Strength,0.1,26,400,39.300132,25.18027775,64.48040975
Concrete Strength,0.1,26,401,67.86512268,245.4919434,313.3570661
Concrete Strength,0.1,26,444,37.2661778,54.7305641,91.9967419
Concrete Strength,0.1,26,454,31.715896,-165.4884079,-133.7725119
Concrete Strength,0.1,26,455,39.64487,-578.2061218,-538.5612518
Concrete Strength,0.1,26,457,43.38872468,69.21458475,112.6033094
